"country_en","country_cn","event_date","event_name","event_type_original","event_category","event_category_en","impact","visit_level","visit_direction","visitor","host","location","source"
"Spain","西班牙","2014-09","China-Spain business deals worth over $4 billion signed","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","http://english.www.gov.cn/premier/news/2014/09/30/content_281474990792075.htm"
"Spain","西班牙","2014-09","Official visit to China","leader_visit","高层互访","High-level visit","neutral","government_head","partner_to_china","Spanish Prime Minister Mariano Rajoy","Chinese Premier Li Keqiang","Beijing","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679810/sbgx_679814/"
"Spain","西班牙","2014-11","Yiwu-Madrid China-Europe freight train launched","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://english.news.cn/20241118/1803855481f74a2a99880df878342dc7/c.html"
"Spain","西班牙","2018-11","State visit to Spain","leader_visit","高层互访","High-level visit","positive","state_head","china_to_partner","Chinese President Xi Jinping","King Felipe VI of Spain","Madrid","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679810/sbgx_679814/"
"Spain","西班牙","2020-03","China sends COVID-19 medical aid to Spain","pandemic","疫情/危机援助","Pandemic / crisis aid","positive","","","","","","http://www.xinhuanet.com/english/2020-03/16/c_138880854.htm"
"Spain","西班牙","2022-04","Spain passes 5G cybersecurity law enabling Huawei/ZTE restrictions","policy","科技管制/出口限制","Tech control / export restriction","negative","","","","","","https://www.lamoncloa.gob.es/lang/en/gobierno/news/paginas/2022/20220428_cybersecurity-law.aspx"
"Spain","西班牙","2022-11","Bilateral meeting on sidelines of G20 summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Xi Jinping","Spanish Prime Minister Pedro Sanchez","Bali, Indonesia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679810/sbgx_679814/"
"Spain","西班牙","2023-03","Official visit to China","leader_visit","高层互访","High-level visit","positive","government_head","partner_to_china","Spanish Prime Minister Pedro Sanchez","Chinese President Xi Jinping","Beijing","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679810/sbgx_679814/"
"Spain","西班牙","2023-03","50th anniversary of China-Spain diplomatic relations","diplomatic","人文交流合作","Cultural / people-to-people cooperation","positive","","","","","","https://www.mfa.gov.cn/eng/gjhdq_665435/3265_665445/3356_664772/3358_664776/202303/t20230309_11038242.html"
"Spain","西班牙","2024-09","Official visit to China","leader_visit","高层互访","High-level visit","positive","government_head","partner_to_china","Spanish Prime Minister Pedro Sanchez","Chinese President Xi Jinping","Beijing, Shanghai and Kunshan","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679810/sbgx_679814/"
"Spain","西班牙","2025-04","Official visit to China","leader_visit","高层互访","High-level visit","positive","government_head","partner_to_china","Spanish Prime Minister Pedro Sanchez","Chinese President Xi Jinping","Beijing","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679810/sbgx_679814/"
"Spain","西班牙","2025-04","China-Spain Action Plan 2025-2028 released","strategic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.mfa.gov.cn/zyxw/202504/t20250411_11593710.shtml"
"Spain","西班牙","2025-11","State visit to China","leader_visit","高层互访","High-level visit","positive","state_head","partner_to_china","King Felipe VI of Spain","Chinese President Xi Jinping","Beijing","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679810/sbgx_679814/"
"Thailand","泰国","2003-04","Premier Wen Jiabao visits Thailand for China-ASEAN SARS special meeting","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","government_head","third_party_meeting","Chinese Premier Wen Jiabao","Thai Prime Minister Thaksin Shinawatra","Bangkok","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676932/sbgx_676936/"
"Thailand","泰国","2003-10","China-Thailand Early Harvest FTA on fruits and vegetables takes effect","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://mahanakornpartners.com/the-china-thailand-free-trade-agreement/#:~:text=The%20China-Thailand%20Free%20Trade%20Agreement%20%28FTA%29%20was%20signed,It%20is%20a%20%E2%80%9Cfarm%20trade%20early%20harvest%20agreement.%E2%80%9D"
"Thailand","泰国","2005-07","Thai Prime Minister Thaksin Shinawatra official visit to China","leader_visit","高层互访","High-level visit","positive","government_head","partner_to_china","Thai Prime Minister Thaksin Shinawatra","Chinese Premier Wen Jiabao","Beijing","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676932/sbgx_676936/"
"Thailand","泰国","2009-06","Thai Prime Minister Abhisit Vejjajiva official visit to China","leader_visit","高层互访","High-level visit","neutral","government_head","partner_to_china","Thai Prime Minister Abhisit Vejjajiva","Chinese Premier Wen Jiabao","Beijing","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676932/sbgx_676936/"
"Thailand","泰国","2011-10","China donates flood relief aid to Thailand","diplomatic","疫情/危机援助","Pandemic / crisis aid","positive","","","","","","http://www.chinadaily.com.cn/china/2011-10/08/content_13851996.htm"
"Thailand","泰国","2012-04","Thai Prime Minister Yingluck Shinawatra visits China, comprehensive strategic partnership established","leader_visit","高层互访","High-level visit","positive","government_head","partner_to_china","Thai Prime Minister Yingluck Shinawatra","Chinese Premier Wen Jiabao","Beijing","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676932/sbgx_676936/"
"Thailand","泰国","2012-11","Chinese Premier Wen Jiabao official visit to Thailand","leader_visit","高层互访","High-level visit","neutral","government_head","china_to_partner","Chinese Premier Wen Jiabao","Thai Prime Minister Yingluck Shinawatra","Bangkok","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676932/sbgx_676936/"
"Thailand","泰国","2013-10","Chinese Premier Li Keqiang official visit to Thailand","leader_visit","高层互访","High-level visit","positive","government_head","china_to_partner","Chinese Premier Li Keqiang","Thai Prime Minister Yingluck Shinawatra","Bangkok and Chiang Mai","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676932/sbgx_676936/"
"Thailand","泰国","2014-12","China-Thailand railway cooperation MoU signed","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","http://www.chinadaily.com.cn/world/2014livisitkst/2014-12/20/content_19133622.htm"
"Thailand","泰国","2015-12","China-Thailand railway project launching ceremony held","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.chinadaily.com.cn/regional//2015-12/20/content_23070303.htm"
"Thailand","泰国","2017-04","Thailand approves purchase of Chinese S26T submarine","military","军事安全合作","Military / security cooperation","positive","","","","","","https://www.iseas.edu.sg/articles-commentaries/iseas-perspective/2024-22-thailands-submarine-saga-reaches-a-climax-in-march-by-paul-chambers-and-termsak-chalermpalanupap"
"Thailand","泰国","2017-09","Thai Prime Minister Prayut Chan-o-cha visits China, BRI MoU signed","leader_visit","高层互访","High-level visit","positive","government_head","partner_to_china","Thai Prime Minister Prayut Chan-o-cha","Chinese Premier Li Keqiang","Beijing","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676932/sbgx_676936/"
"Thailand","泰国","2019-11","Chinese President Xi Jinping state visit to Thailand","leader_visit","高层互访","High-level visit","positive","state_head","china_to_partner","Chinese President Xi Jinping","Thai Prime Minister Prayut Chan-o-cha","Bangkok","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676932/sbgx_676936/"
"Thailand","泰国","2020-04","COVID-19 pandemic travel restrictions disrupt China-Thailand tourism","pandemic","疫情/灾害冲击","Pandemic / disaster shock","negative","","","","","","https://webunwto.s3.eu-west-1.amazonaws.com/s3fs-public/2020-04/TravelRestrictions_0.pdf"
"Thailand","泰国","2021-02","First batch of China's Sinovac COVID-19 vaccines arrives in Thailand","pandemic","疫情/危机援助","Pandemic / crisis aid","positive","","","","","","https://th.china-embassy.gov.cn/eng/gdxw/202102/t20210225_10148727.htm"
"Thailand","泰国","2022-11","Chinese President Xi Jinping visits Thailand for APEC Economic Leaders' Meeting and state visit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","positive","state_head","china_to_partner","Chinese President Xi Jinping","Thai Prime Minister Prayut Chan-o-cha","Bangkok","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676932/sbgx_676936/"
"Thailand","泰国","2023-09","Thailand announces five-month visa exemption for Chinese tourists","diplomatic","人文交流合作","Cultural / people-to-people cooperation","positive","","","","","","https://thaitimes.com/thailand-china-visa-exemption-boosts-tourism-and-cultural-exchange"
"Thailand","泰国","2023-10","Thai Prime Minister Srettha Thavisin official visit to China and Belt and Road Forum","leader_visit","高层互访","High-level visit","positive","government_head","partner_to_china","Thai Prime Minister Srettha Thavisin","Chinese Premier Li Qiang","Beijing","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676932/sbgx_676936/"
"Thailand","泰国","2024-01","China-Thailand mutual visa exemption agreement signed","diplomatic","人文交流合作","Cultural / people-to-people cooperation","positive","","","","","","https://cs.mfa.gov.cn/gyls/lsgz/fwxx/202401/t20240129_11234802.shtml"
"Thailand","泰国","2025-02","50th anniversary joint statement on China-Thailand community with shared future","strategic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.gov.cn/yaowen/liebiao/202502/content_7002811.htm"
"United Arab Emirates","阿联酋","2008-04","China-UAE criminal judicial assistance treaty signed","diplomatic","人文交流合作","Cultural / people-to-people cooperation","positive","","","","","","http://www.china.org.cn/china/national/2008-12/28/content_17021919.htm"
"United Arab Emirates","阿联酋","2009-08","State visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","UAE President Sheikh Mohamed bin Zayed Al Nahyan","Chinese President Hu Jintao","Beijing, China","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676234/sbgx_676238/"
"United Arab Emirates","阿联酋","2012-01","China-UAE strategic partnership established","strategic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676234/sbgx_676238/"
"United Arab Emirates","阿联酋","2012-03","State visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","UAE Crown Prince Sheikh Mohamed bin Zayed Al Nahyan","Chinese President Hu Jintao","Beijing, China","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676234/sbgx_676238/"
"United Arab Emirates","阿联酋","2015-12","Central banks renew currency swap and sign RMB clearing MOU","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","http://www.xinhuanet.com/english/2018-07/18/c_137333379.htm"
"United Arab Emirates","阿联酋","2015-12","State visit to China","leader_visit","高层互访","High-level visit","positive","state_head","partner_to_china","UAE Crown Prince Sheikh Mohamed bin Zayed Al Nahyan","Chinese President Xi Jinping","Beijing, China","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676234/sbgx_676238/"
"United Arab Emirates","阿联酋","2017-02","CNPC awarded 8% stake in Abu Dhabi onshore oil concession","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.chinadaily.com.cn/a/201803/23/WS5ab46d52a3105cdcf6513ce2.html"
"United Arab Emirates","阿联酋","2017-12","China-UAE comprehensive mutual visa exemption arrangement reached","economic","人文交流合作","Cultural / people-to-people cooperation","positive","","","","","","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676234/sbgx_676238/"
"United Arab Emirates","阿联酋","2018-03","CNPC acquires 10% stakes in two Abu Dhabi offshore concessions","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.chinadaily.com.cn/a/201803/23/WS5ab46d52a3105cdcf6513ce2.html"
"United Arab Emirates","阿联酋","2018-07","State visit to UAE","leader_visit","高层互访","High-level visit","positive","state_head","china_to_partner","Chinese President Xi Jinping","UAE Crown Prince Sheikh Mohamed bin Zayed Al Nahyan","Abu Dhabi, UAE","https://www.mfa.gov.cn/eng/zy/jj/2018zt/xgswfcxjxgjmlqs/202406/t20240606_11380518.html"
"United Arab Emirates","阿联酋","2019-04","US raises security concerns over UAE Huawei 5G contract","sanctions","科技管制/出口限制","Tech control / export restriction","negative","","","","","","https://www.tbsnews.net/international/us-flags-huawei-5g-network-security-concerns-gulf-allies"
"United Arab Emirates","阿联酋","2019-07","State visit to China","leader_visit","高层互访","High-level visit","positive","state_head","partner_to_china","UAE Crown Prince Sheikh Mohamed bin Zayed Al Nahyan","Chinese President Xi Jinping","Beijing, China","https://english.www.gov.cn/news/topnews/201907/22/content_WS5d35b11ac6d00d362f668b28.html"
"United Arab Emirates","阿联酋","2020-06","Sinopharm COVID-19 vaccine phase 3 clinical trial launched in UAE","pandemic","疫情/危机援助","Pandemic / crisis aid","positive","","","","","","https://u.ae/en/information-and-services/health-and-fitness/handling-the-covid-19-outbreak/scientific-research-on-prevention-and-treatment-of-covid-19"
"United Arab Emirates","阿联酋","2022-02","Visit to China for Beijing Winter Olympics opening ceremony","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","partner_to_china","UAE President Sheikh Mohamed bin Zayed Al Nahyan","Chinese President Xi Jinping","Beijing, China","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676234/sbgx_676238/"
"United Arab Emirates","阿联酋","2023-07","Falcon Shield-2023 China-UAE air force joint training","military","军事安全合作","Military / security cooperation","positive","","","","","","http://www.mod.gov.cn/gfbw/qwfb/16241119.html"
"United Arab Emirates","阿联酋","2024-05","State visit to China","leader_visit","高层互访","High-level visit","positive","state_head","partner_to_china","UAE President Sheikh Mohamed bin Zayed Al Nahyan","Chinese President Xi Jinping","Beijing, China","https://www.khaleejtimes.com/world/asia/uae-president-arrives-in-beijing-for-state-visit-to-china"
"United Arab Emirates","阿联酋","2024-09","Official visit to UAE","leader_visit","高层互访","High-level visit","neutral","government_head","china_to_partner","Chinese Premier Li Qiang","UAE Vice President and Prime Minister Sheikh Mohammed bin Rashid Al Maktoum","Abu Dhabi, UAE","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676234/sbgx_676238/"
"United Arab Emirates","阿联酋","2024-11","40th anniversary of China-UAE diplomatic relations","diplomatic","人文交流合作","Cultural / people-to-people cooperation","positive","","","","","","https://ir.china-embassy.gov.cn/eng/zyxw/202411/t20241111_11524644.htm"
"United Kingdom","英国","2003-07","Blair Visits China","leader_visit","高层互访","High-level visit","positive","government_head","partner_to_china","","","","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/"
"United Kingdom","英国","2004-05","UK-China Comprehensive Strategic Partnership established","strategic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.fmprc.gov.cn/eng/gjhdq_665435/3265_665445/3371_664802/"
"United Kingdom","英国","2004-05","Official visit to the United Kingdom","leader_visit","高层互访","High-level visit","neutral","government_head","china_to_partner","Chinese Premier Wen Jiabao","UK Prime Minister Tony Blair","London, United Kingdom","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/"
"United Kingdom","英国","2005-11","State visit to the United Kingdom","leader_visit","高层互访","High-level visit","neutral","state_head","china_to_partner","Chinese President Hu Jintao","UK Queen Elizabeth II (hosted by PM Tony Blair)","London, United Kingdom","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/"
"United Kingdom","英国","2006-09","Official visit to the United Kingdom by Chinese Premier Wen Jiabao","leader_visit","高层互访","High-level visit","neutral","government_head","china_to_partner","Chinese Premier Wen Jiabao","UK Prime Minister Tony Blair","London, United Kingdom","http://www.china.org.cn/english/2006/Sep/181021.htm"
"United Kingdom","英国","2008-01","Brown Visits China","leader_visit","高层互访","High-level visit","positive","government_head","partner_to_china","","","","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/"
"United Kingdom","英国","2008-04","First UK-China Economic and Financial Dialogue held","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.chinadaily.com.cn/china/2008-04/16/content_6620017.htm"
"United Kingdom","英国","2009-04","Meeting on sidelines of G20 summit in London","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Hu Jintao","UK Prime Minister Gordon Brown","London, United Kingdom","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/"
"United Kingdom","英国","2010-11","Cameron First Visit","leader_visit","高层互访","High-level visit","positive","government_head","partner_to_china","","","","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/"
"United Kingdom","英国","2011-06","Official visit to the United Kingdom","leader_visit","高层互访","High-level visit","neutral","government_head","china_to_partner","Chinese Premier Wen Jiabao","UK Prime Minister David Cameron","London, United Kingdom","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/"
"United Kingdom","英国","2012-04","China-UK High-Level People-to-People Exchange Mechanism launched","cultural","人文交流合作","Cultural / people-to-people cooperation","positive","","","","","","https://link.springer.com/article/10.1007/s41111-025-00322-1"
"United Kingdom","英国","2013-06","Bank of England and PBOC sign sterling/RMB currency swap line","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://gb.china-embassy.gov.cn/sbjw/202206/t20220617_10705097.htm"
"United Kingdom","英国","2013-12","Official visit to China","leader_visit","高层互访","High-level visit","neutral","government_head","partner_to_china","UK Prime Minister David Cameron","Chinese Premier Li Keqiang","Beijing, China","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/"
"United Kingdom","英国","2014-06","Official visit to the United Kingdom","leader_visit","高层互访","High-level visit","neutral","government_head","china_to_partner","Chinese Premier Li Keqiang","UK Prime Minister David Cameron","London, United Kingdom","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/"
"United Kingdom","英国","2015-03","UK joins AIIB as founding member","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.gov.uk/government/news/uk-announces-plans-to-join-asian-infrastructure-investment-bank"
"United Kingdom","英国","2015-10","Xi State Visit to UK","leader_visit","高层互访","High-level visit","positive","state_head","china_to_partner","","","","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/"
"United Kingdom","英国","2016-09","UK government approves Hinkley Point C nuclear project with CGN investment","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.gov.uk/government/collections/hinkley-point-c"
"United Kingdom","英国","2016-09","Meeting on sidelines of G20 summit in Hangzhou","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","government_head","third_party_meeting","UK Prime Minister Theresa May","Chinese President Xi Jinping","Hangzhou, China","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/"
"United Kingdom","英国","2018-01","Official visit to China","leader_visit","高层互访","High-level visit","neutral","government_head","partner_to_china","UK Prime Minister Theresa May","Chinese Premier Li Keqiang","Beijing, China","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/"
"United Kingdom","英国","2019-06","Meeting on sidelines of G20 summit in Osaka","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Xi Jinping","UK Prime Minister Theresa May","Osaka, Japan","https://www.mofa.go.jp/policy/economy/g20_summit/osaka19/en/overview/"
"United Kingdom","英国","2019-06","Hong Kong extradition bill protests begin","diplomatic","主权纠纷","Sovereignty dispute","negative","","","","","","https://www.bbc.com/news/world-asia-china-49317695"
"United Kingdom","英国","2020-06","Hong Kong National Security Law enacted","diplomatic","主权纠纷","Sovereignty dispute","negative","","","","","","https://www.gov.uk/government/speeches/foreign-secretary-statement-on-national-security-legislation-in-hong-kong"
"United Kingdom","英国","2020-07","UK bans Huawei 5G","sanctions","科技管制/出口限制","Tech control / export restriction","negative","","","","","","https://www.gov.uk/government/news/huawei-to-be-removed-from-uk-5g-networks-by-2027"
"United Kingdom","英国","2021-01","UK opens BNO visa route for Hong Kong residents","diplomatic","主权纠纷","Sovereignty dispute","negative","","","","","","https://www.chinadaily.com.cn/a/202101/30/WS6014c8fca31024ad0baa6307.html"
"United Kingdom","英国","2021-03","UK sanctions Chinese officials over Xinjiang; China retaliates","sanctions","外交抗议/摩擦","Diplomatic protest / friction","negative","","","","","","https://www.mfa.gov.cn/eng/xw/fyrbt/fyrbt/202405/t20240530_11349691.html"
"United Kingdom","英国","2021-10","Phone call between Chinese President Xi Jinping and UK Prime Minister Boris Johnson","leader_visit","远程通话/视频会晤","Remote talk / virtual meeting","neutral","state_head","not_applicable","Chinese President Xi Jinping","UK Prime Minister Boris Johnson","Phone/Virtual","https://gb.china-embassy.gov.cn/eng//zywl/202111/t20211103_10440902.htm"
"United Kingdom","英国","2022-11","UK buys out CGN from Sizewell C nuclear project","economic","经贸制裁/关税壁垒","Economic sanction / tariff barrier","negative","","","","","","https://www.reuters.com/business/energy/uk-pays-about-100-mln-buy-chinas-cgn-out-sizewell-nuclear-project-2022-11-29/"
"United Kingdom","英国","2022-11","Meeting on sidelines of G20 summit in Bali","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Xi Jinping","UK Prime Minister Rishi Sunak","Bali, Indonesia","https://english.news.cn/special/2022G20/g20summit.html"
"United Kingdom","英国","2023-03","Integrated Review Refresh labels China 'epoch-defining challenge'","strategic","战略定位负面","Negative strategic positioning","negative","","","","","","https://www.gov.uk/government/publications/integrated-review-refresh-2023-responding-to-a-more-contested-and-volatile-world"
"United Kingdom","英国","2024-08","Xi-Starmer phone call","leader_visit","远程通话/视频会晤","Remote talk / virtual meeting","neutral","state_head","third_party_meeting","","","","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/"
"United Kingdom","英国","2024-11","Meeting on sidelines of G20 summit in Rio de Janeiro","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Xi Jinping","UK Prime Minister Keir Starmer","Rio de Janeiro, Brazil","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679906/sbgx_679910/"
"United States","美国","2002-02","Working visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","US President George W. Bush","Chinese President Jiang Zemin","Beijing","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/"
"United States","美国","2002-10","Working visit to the United States","leader_visit","高层互访","High-level visit","neutral","state_head","china_to_partner","Chinese President Jiang Zemin","US President George W. Bush","Crawford, Texas","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/"
"United States","美国","2003-06","Bilateral meeting on sidelines of G8 Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Hu Jintao","US President George W. Bush","Evian, France","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/"
"United States","美国","2003-10","Bilateral meeting on sidelines of APEC Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Hu Jintao","US President George W. Bush","Bangkok, Thailand","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/"
"United States","美国","2004-11","Bilateral meeting on sidelines of APEC Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Hu Jintao","US President George W. Bush","Santiago, Chile","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/"
"United States","美国","2005-09","Bilateral meeting on sidelines of UN Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Hu Jintao","US President George W. Bush","New York City, United States","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/"
"United States","美国","2005-11","Official visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","US President George W. Bush","Chinese President Hu Jintao","Beijing","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/"
"United States","美国","2006-04","State visit to the United States","leader_visit","高层互访","High-level visit","neutral","state_head","china_to_partner","Chinese President Hu Jintao","US President George W. Bush","Washington, D.C.","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/"
"United States","美国","2006-11","Bilateral meeting on sidelines of APEC Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Hu Jintao","US President George W. Bush","Hanoi, Vietnam","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/"
"United States","美国","2007-09","Bilateral meeting on sidelines of APEC Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Hu Jintao","US President George W. Bush","Sydney, Australia","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/"
"United States","美国","2008-07","Bilateral meeting on sidelines of G8 Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Hu Jintao","US President George W. Bush","Toyako, Japan","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/"
"United States","美国","2008-09","Financial Crisis Cooperation","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.fmprc.gov.cn/eng/xw/zyjh/202405/t20240530_11340030.html"
"United States","美国","2008-11","Bilateral meeting on sidelines of APEC Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Hu Jintao","US President George W. Bush","Lima, Peru","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/"
"United States","美国","2009-04","Bilateral meeting on sidelines of G20 Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Hu Jintao","US President Barack Obama","London, United Kingdom","https://www.gov.cn/xinwen/2018-12/02/content_5345261.htm"
"United States","美国","2009-09","Bilateral meeting on sidelines of G20 Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Hu Jintao","US President Barack Obama","Pittsburgh, United States","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/"
"United States","美国","2009-11","State visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","US President Barack Obama","Chinese President Hu Jintao","Beijing","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/"
"United States","美国","2010-06","Bilateral meeting on sidelines of G20 Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Hu Jintao","US President Barack Obama","Toronto, Canada","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/"
"United States","美国","2010-11","Bilateral meeting on sidelines of G20 Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Hu Jintao","US President Barack Obama","Seoul, South Korea","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680528/sbgx_680532/"
